key,date,H/A,team,opp_team,pinnacle_line,pinnacle_odds,5dimes_line,5dimes_odds,heritage_line,heritage_odds,bovada_line,bovada_odds,betonline_line,betonline_odds,bet365_line,bet365_odds,bodog_line,bodog_odds
20151206_N.Y. Jets_N.Y. Giants,20151206,home,N.Y. Giants,N.Y. Jets,+2,-105,+1.5,+100,+2.5,-105,+2,+100,+2.5,-110,,,+3,-130
20151206_San Francisco_Chicago,20151206,away,San Francisco,Chicago,+6,-105,+7,-130,+6.5,-105,+7,-110,+6,-115,,,+6.5,-111
20151206_San Francisco_Chicago,20151206,home,Chicago,San Francisco,-6,-105,-7,+110,-6.5,-105,-7,-110,-6,-105,,,-6.5,-109
20151206_Arizona_Los Angeles,20151206,away,Arizona,Los Angeles,-3.5,+100,-3.5,-110,-3.5,-105,-6,+105,-3.5,-110,,,-3.5,-110
20151206_Arizona_Los Angeles,20151206,home,Los Angeles,Arizona,+3.5,-110,+3.5,-110,+3.5,-105,+6,-125,+3.5,-110,,,+3.5,-110
20151206_Cincinnati_Cleveland,20151206,away,Cincinnati,Cleveland,-7.5,+104,-9,+110,-7.5,-105,-8,-110,-7.5,-105,,,-7.5,-105
20151206_Cincinnati_Cleveland,20151206,home,Cleveland,Cincinnati,+7.5,-115,+9,-130,+7.5,-105,+8,-110,+7.5,-115,,,+7.5,-115
20151206_Houston_Buffalo,20151206,away,Houston,Buffalo,+3,-117,+3,-115,+3,-115,+3,-120,+3,-120,,,+3,-120
20151206_Houston_Buffalo,20151206,home,Buffalo,Houston,-3,+106,-3,-105,-3,+105,-3,+100,-3,+100,,,-3,+100
20151206_Denver_San Diego,20151206,away,Denver,San Diego,-6,+102,-5.5,-110,-6,-105,-6,-115,-5.5,-115,,,-6,-110
20151206_Denver_San Diego,20151206,home,San Diego,Denver,+6,-113,+5.5,-110,+6,-105,+6,-105,+5.5,-105,,,+6,-110
20151206_Kansas City_Oakland,20151206,away,Kansas City,Oakland,-3,-106,-3,-110,-3,-105,-3,-115,-3,-110,,,-3,-105
20151206_Kansas City_Oakland,20151206,home,Oakland,Kansas City,+3,-104,+3,-110,+3,-105,+3,-105,+3,-110,,,+3,-115
20151206_Carolina_New Orleans,20151206,away,Carolina,New Orleans,-5.5,+100,-7,+115,-5.5,-105,-7,+100,-5.5,-112,,,-5.5,-110
20151206_Carolina_New Orleans,20151206,home,New Orleans,Carolina,+5.5,-110,+7,-135,+5.5,-105,+7,-120,+5.5,-108,,,+5.5,-110
20151206_Philadelphia_New England,20151206,away,Philadelphia,New England,+9.5,-103,+11.5,-130,+9,+110,+9,+100,+9.5,-105,,,+9.5,-105
20151206_Philadelphia_New England,20151206,home,New England,Philadelphia,-9.5,-107,-11.5,+110,-9,-120,-9,-120,-9.5,-115,,,-9.5,-115
20151206_Indianapolis_Pittsburgh,20151206,away,Indianapolis,Pittsburgh,+10,-102,+10.5,-120,+9.5,+110,+9,-110,+9.5,-105,,,+9.5,-102
20151206_Indianapolis_Pittsburgh,20151206,home,Pittsburgh,Indianapolis,-10,-108,-10.5,+100,-9.5,-120,-9,-110,-9.5,-115,,,-9.5,-119
20151207_Dallas_Washington,20151207,away,Dallas,Washington,+2,-110,PK+10,PK+105,+2,-105,+3.5,-135,+2,-110,,,+2,-115
20151207_Dallas_Washington,20151207,home,Washington,Dallas,-2,+100,PK-12,PK-125,-2,-105,-3.5,+115,-2,-110,,,-2,-105
20151213_Pittsburgh_Cincinnati,20151213,away,Pittsburgh,Cincinnati,+1,-110,PK+10,PK+100,+1,-105,+3,-145,+1,-110,,,+1,-110
20151213_Pittsburgh_Cincinnati,20151213,home,Cincinnati,Pittsburgh,-1,+100,PK-12,PK-120,-1,-105,-3,+125,-1,-110,,,-1,-110
20151213_New Orleans_Tampa Bay,20151213,away,New Orleans,Tampa Bay,+6,-102,+6,-110,+6,-105,+6,-115,+5.5,-110,,,+6,-110
20151213_New Orleans_Tampa Bay,20151213,home,Tampa Bay,New Orleans,-6,-108,-6,-110,-6,-105,-6,-105,-5.5,-110,,,-6,-110
20151213_Atlanta_Carolina,20151213,away,Atlanta,Carolina,+8.5,-101,+9.5,-120,+8.5,-105,+8.5,-110,+8.5,-110,,,+9,-115
20151213_Atlanta_Carolina,20151213,home,Carolina,Atlanta,-8.5,-109,-9.5,+100,-8.5,-105,-8.5,-110,-8.5,-110,,,-9,-105
20151213_Buffalo_Philadelphia,20151213,away,Buffalo,Philadelphia,+1,-103,PK+10,PK+100,+1,-105,PK-11,PK-110,+1,-110,,,+1,-106
20151213_Buffalo_Philadelphia,20151213,home,Philadelphia,Buffalo,-1,-107,PK-12,PK-120,-1,-105,PK-11,PK-110,-1,-110,,,-1,-114
20151213_Detroit_Los Angeles,20151213,away,Detroit,Los Angeles,-3,-105,-3,-110,-3,-105,-3,-115,-3,-115,,,-3,-115
20151213_Detroit_Los Angeles,20151213,home,Los Angeles,Detroit,+3,-105,+3,-110,+3,-105,+3,-105,+3,-105,,,+3,-105
20151213_San Francisco_Cleveland,20151213,away,San Francisco,Cleveland,+2.5,-103,+2.5,-105,+2.5,+100,+2,-105,+2.5,-110,,,+2.5,-110
20151213_San Francisco_Cleveland,20151213,home,Cleveland,San Francisco,-2.5,-107,-2.5,-115,-2.5,-110,-2,-115,-2.5,-110,,,-2.5,-110
20151213_San Diego_Kansas City,20151213,away,San Diego,Kansas City,+11.5,+101,+13,-120,+11,-105,+11.5,-110,+11.5,-110,,,+12.5,-115
20151213_San Diego_Kansas City,20151213,home,Kansas City,San Diego,-11.5,-111,-13,+100,-11,-105,-11.5,-110,-11.5,-110,,,-12.5,-105
20151213_Tennessee_N.Y. Jets,20151213,away,Tennessee,N.Y. Jets,+8,-113,+9,-120,+8,-105,+8,-115,+8,-110,,,+8,-110
20151213_Tennessee_N.Y. Jets,20151213,home,N.Y. Jets,Tennessee,-8,+102,-9,+100,-8,-105,-8,-105,-8,-110,,,-8,-110
20151213_Seattle_Baltimore,20151213,away,Seattle,Baltimore,-10.5,+107,-11.5,+115,-10,-110,-11,-110,-10.5,-108,,,-10,-105
20151213_Seattle_Baltimore,20151213,home,Baltimore,Seattle,+10.5,-118,+11.5,-135,+10,+100,+11,-110,+10.5,-112,,,+10,-115
20151213_Washington_Chicago,20151213,away,Washington,Chicago,+4,-101,+4,-110,+4,-105,+4,-105,+4,-110,,,+4,-110
20151213_Washington_Chicago,20151213,home,Chicago,Washington,-4,-109,-4,-110,-4,-105,-4,-115,-4,-110,,,-4,-110
20151213_Oakland_Denver,20151213,away,Oakland,Denver,+6,-102,+7,-140,+6,-105,+6,+100,+6,-115,,,+6,-110
20151213_Oakland_Denver,20151213,home,Denver,Oakland,-6,-108,-7,+120,-6,-105,-6,-120,-6,-105,,,-6,-110
20151213_Dallas_Green Bay,20151213,away,Dallas,Green Bay,+6,+100,+7,-130,+6.5,-105,+7,-110,+6.5,-112,,,+6.5,-115
20151213_Dallas_Green Bay,20151213,home,Green Bay,Dallas,-6,-110,-7,+110,-6.5,-105,-7,-110,-6.5,-108,,,-6.5,-105
20151213_New England_Houston,20151213,away,New England,Houston,-4,-104,-5,-110,-4.5,-105,-6.5,+100,-4.5,-110,,,-4,-115
20151213_New England_Houston,20151213,home,Houston,New England,+4,-106,+5,-110,+4.5,-105,+6.5,-120,+4.5,-110,,,+4,-105
20151214_N.Y. Giants_Miami,20151214,away,N.Y. Giants,Miami,-2.5,-101,-1,-125,-2,-110,-2,-125,-2,-113,,,-2,-110
20151214_N.Y. Giants_Miami,20151214,home,Miami,N.Y. Giants,+2.5,-109,+1,+105,+2,+100,+2,+105,+2,-107,,,+2,-110
20151217_Tampa Bay_Los Angeles,20151217,away,Tampa Bay,Los Angeles,+1,-113,PK+10,PK+100,+1,-115,PK-11,PK-110,+1,-110,,,+1,-115
20151217_Tampa Bay_Los Angeles,20151217,home,Los Angeles,Tampa Bay,-1,+102,PK-12,PK-120,-1,+105,PK-11,PK-110,-1,-110,,,-1,-105
20151219_N.Y. Jets_Dallas,20151219,away,N.Y. Jets,Dallas,-3,-103,-3.5,+100,-3,-110,-4,-105,-3,-113,,,-3,-115
20151219_N.Y. Jets_Dallas,20151219,home,Dallas,N.Y. Jets,+3,-107,+3.5,-120,+3,+100,+4,-115,+3,-107,,,+3,-105
20151220_Chicago_Minnesota,20151220,away,Chicago,Minnesota,+4,-105,+4,-110,+4,-105,+4.5,-120,+4,-110,,,+4,-110
20151220_Chicago_Minnesota,20151220,home,Minnesota,Chicago,-4,-105,-4,-110,-4,-105,-4.5,+100,-4,-110,,,-4,-110
20151220_Buffalo_Washington,20151220,away,Buffalo,Washington,-2.5,+102,-1,-125,-2,-105,-3,+110,-2.5,-110,,,-2.5,-105
20151220_Buffalo_Washington,20151220,home,Washington,Buffalo,+2.5,-113,+1,+105,+2,-105,+3,-130,+2.5,-110,,,+2.5,-115
20151220_Kansas City_Baltimore,20151220,away,Kansas City,Baltimore,-6.5,-105,-7,+110,-6.5,-110,-7,-110,-6.5,-116,,,-6.5,-106
20151220_Kansas City_Baltimore,20151220,home,Baltimore,Kansas City,+6.5,-105,+7,-130,+6.5,+100,+7,-110,+6.5,-104,,,+6.5,-114
20151220_Carolina_N.Y. Giants,20151220,away,Carolina,N.Y. Giants,-4.5,-109,-5,-110,-4,-110,-5,-110,-4.5,-115,,,-5,-105
20151220_Carolina_N.Y. Giants,20151220,home,N.Y. Giants,Carolina,+4.5,-101,+5,-110,+4,+100,+5,-110,+4.5,-105,,,+5,-115
20151220_Atlanta_Jacksonville,20151220,away,Atlanta,Jacksonville,+2,-103,+1,+100,+2,-105,+3,-140,+2,-110,,,+2,-115
20151220_Atlanta_Jacksonville,20151220,home,Jacksonville,Atlanta,-2,-107,-1,-120,-2,-105,-3,+120,-2,-110,,,-2,-105
20151220_Tennessee_New England,20151220,away,Tennessee,New England,+14.5,-117,+15.5,-125,+14,+100,+14.5,-110,+14,-105,,,+14.5,-115
20151220_Tennessee_New England,20151220,home,New England,Tennessee,-14.5,+106,-15.5,+105,-14,-110,-14.5,-110,-14,-115,,,-14.5,-105
20151220_Houston_Indianapolis,20151220,away,Houston,Indianapolis,+2.5,-105,+1,+105,+2.5,-105,+1.5,-105,+2,-105,,,+2.5,-115
20151220_Houston_Indianapolis,20151220,home,Indianapolis,Houston,-2.5,-105,-1,-125,-2.5,-105,-1.5,-115,-2,-115,,,-2.5,-105
20151220_Green Bay_Oakland,20151220,away,Green Bay,Oakland,-4,-106,-4,-110,-4.5,-105,-4.5,-115,-4,-110,,,-4,-105
20151220_Green Bay_Oakland,20151220,home,Oakland,Green Bay,+4,-104,+4,-110,+4.5,-105,+4.5,-105,+4,-110,,,+4,-115
20151220_Cleveland_Seattle,20151220,away,Cleveland,Seattle,+14.5,-105,+16,-130,+15,-105,+15,-110,+15,-110,,,+14.5,-115
20151220_Cleveland_Seattle,20151220,home,Seattle,Cleveland,-14.5,-105,-16,+110,-15,-105,-15,-110,-15,-110,,,-14.5,-105
20151220_Denver_Pittsburgh,20151220,away,Denver,Pittsburgh,+7.5,-103,+9,-125,+7.5,-105,+7,+110,+7.5,-113,,,+7,+100
20151220_Denver_Pittsburgh,20151220,home,Pittsburgh,Denver,-7.5,-107,-9,+105,-7.5,-105,-7,-130,-7.5,-107,,,-7,-120
20151220_Miami_San Diego,20151220,away,Miami,San Diego,+1,-114,PK-11,PK-110,+1,-105,+1,-110,+1,-115,,,PK-11,PK-110
20151220_Miami_San Diego,20151220,home,San Diego,Miami,-1,+103,PK-11,PK-110,-1,-105,-1,-110,-1,-105,,,PK-11,PK-110
20151220_Cincinnati_San Francisco,20151220,away,Cincinnati,San Francisco,-7,+103,-7.5,+120,-7,-105,-7,-115,-7,-105,,,-7,+100
20151220_Cincinnati_San Francisco,20151220,home,San Francisco,Cincinnati,+7,-114,+7.5,-140,+7,-105,+7,-105,+7,-115,,,+7,-120
20151220_Arizona_Philadelphia,20151220,away,Arizona,Philadelphia,-3.5,+104,-3.5,-105,-3.5,-105,-4.5,-110,-3.5,-110,,,-3.5,+100
20151220_Arizona_Philadelphia,20151220,home,Philadelphia,Arizona,+3.5,-115,+3.5,-115,+3.5,-105,+4.5,-110,+3.5,-110,,,+3.5,-120
20151221_Detroit_New Orleans,20151221,away,Detroit,New Orleans,+2.5,-110,+2.5,-110,+2.5,-105,+3,-115,+2.5,-115,,,+2,-110
20151221_Detroit_New Orleans,20151221,home,New Orleans,Detroit,-2.5,+100,-2.5,-110,-2.5,-105,-3,-105,-2.5,-105,,,-2,-110
20151224_San Diego_Oakland,20151224,away,San Diego,Oakland,+4,-105,+4,-110,+4,-105,+5,-115,+4,-110,,,+4,-115
20151224_San Diego_Oakland,20151224,home,Oakland,San Diego,-4,-105,-4,-110,-4,-105,-5,-105,-4,-110,,,-4,-105
20151226_Washington_Philadelphia,20151226,away,Washington,Philadelphia,+3.5,-101,+4,-110,+3.5,-105,+3,+105,+3.5,-105,,,+3,+115
20151226_Washington_Philadelphia,20151226,home,Philadelphia,Washington,-3.5,-109,-4,-110,-3.5,-105,-3,-125,-3.5,-115,,,-3,-135
20151227_Chicago_Tampa Bay,20151227,away,Chicago,Tampa Bay,+3,+111,+3,+100,+3.5,-115,+3,+105,+3,-103,,,+3,+100
20151227_Chicago_Tampa Bay,20151227,home,Tampa Bay,Chicago,-3,-123,-3,-120,-3.5,+105,-3,-125,-3,-117,,,-3,-120
20151227_Houston_Tennessee,20151227,away,Houston,Tennessee,-3.5,+111,-3.5,-105,-3.5,-105,-4,-110,-3.5,-105,,,-3.5,-105
20151227_Houston_Tennessee,20151227,home,Tennessee,Houston,+3.5,-123,+3.5,-115,+3.5,-105,+4,-110,+3.5,-115,,,+3.5,-115
20151227_Indianapolis_Miami,20151227,away,Indianapolis,Miami,+2.5,+101,+2.5,-105,+2.5,-105,+3,-120,+2.5,-107,,,+2.5,-105
20151227_Indianapolis_Miami,20151227,home,Miami,Indianapolis,-2.5,-111,-2.5,-115,-2.5,-105,-3,+100,-2.5,-113,,,-2.5,-115
20151227_San Francisco_Detroit,20151227,away,San Francisco,Detroit,+8.5,+104,+10.5,-135,+9,-105,+9,-110,+8.5,-105,,,+9,-110
20151227_San Francisco_Detroit,20151227,home,Detroit,San Francisco,-8.5,-115,-10.5,+115,-9,-105,-9,-110,-8.5,-115,,,-9,-110
20151227_Cleveland_Kansas City,20151227,away,Cleveland,Kansas City,+11.5,-103,+13.5,-130,+12,-105,+12,-110,+11.5,-110,,,+11.5,-105
20151227_Cleveland_Kansas City,20151227,home,Kansas City,Cleveland,-11.5,-107,-13.5,+110,-12,-105,-12,-110,-11.5,-110,,,-11.5,-115
20151227_Dallas_Buffalo,20151227,away,Dallas,Buffalo,+6.5,-107,+7,-125,+6.5,-105,+6.5,-105,+6.5,-110,,,+6,-105
20151227_Dallas_Buffalo,20151227,home,Buffalo,Dallas,-6.5,-103,-7,+105,-6.5,-105,-6.5,-115,-6.5,-110,,,-6,-115
20151227_Pittsburgh_Baltimore,20151227,away,Pittsburgh,Baltimore,-11,-109,-12.5,+100,-11.5,-105,-11.5,-115,-11.5,-110,,,-11,-110
20151227_Pittsburgh_Baltimore,20151227,home,Baltimore,Pittsburgh,+11,-101,+12.5,-120,+11.5,-105,+11.5,-105,+11.5,-110,,,+11,-110
20151227_New England_N.Y. Jets,20151227,away,New England,N.Y. Jets,-2.5,-110,-2.5,-110,-2.5,-105,-3,-105,-2.5,-110,,,-2,-105
20151227_New England_N.Y. Jets,20151227,home,N.Y. Jets,New England,+2.5,+100,+2.5,-110,+2.5,-105,+3,-115,+2.5,-110,,,+2,-115
20151227_Jacksonville_New Orleans,20151227,away,Jacksonville,New Orleans,+2.5,-103,+1,+105,+2.5,-105,+3,-120,+2.5,-113,,,+2.5,-115
20151227_Jacksonville_New Orleans,20151227,home,New Orleans,Jacksonville,-2.5,-107,-1,-125,-2.5,-105,-3,+100,-2.5,-107,,,-2.5,-105
20151227_Green Bay_Arizona,20151227,away,Green Bay,Arizona,+6,-102,+7,-140,+5.5,-105,+6,-120,+6,-110,,,+6,-105
20151227_Green Bay_Arizona,20151227,home,Arizona,Green Bay,-6,-108,-7,+120,-5.5,-105,-6,+100,-6,-110,,,-6,-115
20151227_Los Angeles_Seattle,20151227,away,Los Angeles,Seattle,+11,-110,+12,-130,+10.5,-105,+11.5,-115,+11,-115,,,+10.5,-110
20151227_Los Angeles_Seattle,20151227,home,Seattle,Los Angeles,-11,+100,-12,+110,-10.5,-105,-11.5,-105,-11,-105,,,-10.5,-110
20151227_N.Y. Giants_Minnesota,20151227,away,N.Y. Giants,Minnesota,+7,-110,+7,-120,+7,-105,+7,-105,+7,-110,,,+7,-120
20151227_N.Y. Giants_Minnesota,20151227,home,Minnesota,N.Y. Giants,-7,+100,-7,+100,-7,-105,-7,-115,-7,-110,,,-7,+100
20151228_Cincinnati_Denver,20151228,away,Cincinnati,Denver,+3.5,-108,+4,-110,+4,-105,+4.5,-115,+3.5,-110,,,+3.5,-105
20151228_Cincinnati_Denver,20151228,home,Denver,Cincinnati,-3.5,-102,-4,-110,-4,-105,-4.5,-105,-3.5,-110,,,-3.5,-115
20160103_Washington_Dallas,20160103,away,Washington,Dallas,+3,+111,+3,+105,+3,+105,+4,-135,+3,+100,,,+3,+100
20160103_Washington_Dallas,20160103,home,Dallas,Washington,-3,-122,-3,-125,-3,-115,-4,+115,-3,-120,,,-3,-120
20160103_Jacksonville_Houston,20160103,away,Jacksonville,Houston,+5,-102,+5.5,-110,+6,-105,+7,-130,+5.5,-110,,,+5.5,-110
20160103_Jacksonville_Houston,20160103,home,Houston,Jacksonville,-5,-108,-5.5,-110,-6,-105,-7,+110,-5.5,-110,,,-5.5,-110
20160103_Philadelphia_N.Y. Giants,20160103,away,Philadelphia,N.Y. Giants,+4,+100,+3.5,-110,+3.5,-105,+4,-110,+3.5,-105,,,+3.5,-110
20160103_Philadelphia_N.Y. Giants,20160103,home,N.Y. Giants,Philadelphia,-4,-110,-3.5,-110,-3.5,-105,-4,-110,-3.5,-115,,,-3.5,-110
20160103_Tennessee_Indianapolis,20160103,away,Tennessee,Indianapolis,+3.5,-105,+4,-110,+3.5,-105,+4,+110,+4,-115,,,+4.5,-110
20160103_Tennessee_Indianapolis,20160103,home,Indianapolis,Tennessee,-3.5,-105,-4,-110,-3.5,-105,-4,-130,-4,-105,,,-4.5,-110
20160103_Baltimore_Cincinnati,20160103,away,Baltimore,Cincinnati,+10,-123,+10.5,-135,+9.5,-105,+10,-115,+9.5,-110,,,+9.5,-110
20160103_Baltimore_Cincinnati,20160103,home,Cincinnati,Baltimore,-10,+111,-10.5,+115,-9.5,-105,-10,-105,-9.5,-110,,,-9.5,-110
20160103_New Orleans_Atlanta,20160103,away,New Orleans,Atlanta,+6,-106,+6,-110,+6,-105,+5.5,-105,+5.5,-105,,,+6,-115
20160103_New Orleans_Atlanta,20160103,home,Atlanta,New Orleans,-6,-104,-6,-110,-6,-105,-5.5,-115,-5.5,-115,,,-6,-105
20160103_Pittsburgh_Cleveland,20160103,away,Pittsburgh,Cleveland,-13,+103,-13.5,+100,-13,-105,-13,-110,-13,-105,,,-12.5,-110
20160103_Pittsburgh_Cleveland,20160103,home,Cleveland,Pittsburgh,+13,-114,+13.5,-120,+13,-105,+13,-110,+13,-115,,,+12.5,-110
20160103_N.Y. Jets_Buffalo,20160103,away,N.Y. Jets,Buffalo,-2.5,-119,-3,+100,-3,+100,-3,-110,-3,+100,,,-3,+110
20160103_N.Y. Jets_Buffalo,20160103,home,Buffalo,N.Y. Jets,+2.5,+108,+3,-120,+3,-110,+3,-110,+3,-120,,,+3,-130
20160103_Detroit_Chicago,20160103,away,Detroit,Chicago,-2.5,-103,-2.5,-115,-2.5,-105,-2,-130,-2.5,-110,,,-2.5,-110
20160103_Detroit_Chicago,20160103,home,Chicago,Detroit,+2.5,-107,+2.5,-105,+2.5,-105,+2,+110,+2.5,-110,,,+2.5,-110
20160103_New England_Miami,20160103,away,New England,Miami,-10,+104,-10.5,+110,-10,+100,-10,-110,-10,-105,,,-10,+100
20160103_New England_Miami,20160103,home,Miami,New England,+10,-115,+10.5,-130,+10,-110,+10,-110,+10,-115,,,+10,-120
20160103_Oakland_Kansas City,20160103,away,Oakland,Kansas City,+6.5,-104,+7,-130,+6.5,-105,+7,-110,+6.5,-108,,,+7,-120
20160103_Oakland_Kansas City,20160103,home,Kansas City,Oakland,-6.5,-106,-7,+110,-6.5,-105,-7,-110,-6.5,-112,,,-7,+100
20160103_Tampa Bay_Carolina,20160103,away,Tampa Bay,Carolina,+10,-118,+10.5,-130,+9,-105,+11,-115,+10,-115,,,+10,-120
20160103_Tampa Bay_Carolina,20160103,home,Carolina,Tampa Bay,-10,+107,-10.5,+110,-9,-105,-11,-105,-10,-105,,,-10,+100
20160103_Los Angeles_San Francisco,20160103,away,Los Angeles,San Francisco,-3,-115,-3,-120,-3,-115,-3.5,-105,-3,-117,,,-3,-120
20160103_Los Angeles_San Francisco,20160103,home,San Francisco,Los Angeles,+3,+104,+3,+100,+3,+105,+3.5,-115,+3,-103,,,+3,+100
20160103_San Diego_Denver,20160103,away,San Diego,Denver,+10,+102,+11.5,-125,+10.5,-105,+9,+110,+10,-110,,,+10,-110
20160103_San Diego_Denver,20160103,home,Denver,San Diego,-10,-113,-11.5,+105,-10.5,-105,-9,-130,-10,-110,,,-10,-110
20160103_Seattle_Arizona,20160103,away,Seattle,Arizona,+6,-109,+6,-110,+5.5,-105,+6,+100,+6,-110,,,+6,-105
20160103_Seattle_Arizona,20160103,home,Arizona,Seattle,-6,-101,-6,-110,-5.5,-105,-6,-120,-6,-110,,,-6,-115
20160103_Minnesota_Green Bay,20160103,away,Minnesota,Green Bay,+3,-115,+3,-115,+3,-105,+3,+105,+3,-120,,,+3,-115
20160103_Minnesota_Green Bay,20160103,home,Green Bay,Minnesota,-3,+104,-3,-105,-3,-105,-3,-125,-3,+100,,,-3,-105
20160109_Kansas City_Houston,20160109,away,Kansas City,Houston,-3,+109,-3,-105,-3,-105,-3.5,-110,-3,-107,,,-3,+105
20160109_Kansas City_Houston,20160109,home,Houston,Kansas City,+3,-120,+3,-115,+3,-105,+3.5,-110,+3,-113,,,+3,-125
20160109_Pittsburgh_Cincinnati,20160109,away,Pittsburgh,Cincinnati,-2,+100,-1,-125,-2.5,+100,-3,-110,-2,-110,,,-2,-105
20160109_Pittsburgh_Cincinnati,20160109,home,Cincinnati,Pittsburgh,+2,-110,+1,+105,+2.5,-110,+3,-110,+2,-110,,,+2,-115
20160110_Seattle_Minnesota,20160110,away,Seattle,Minnesota,-4,-113,-4.5,-110,-4.5,-110,-6,-105,-4.5,-110,,,-4.5,-105
20160110_Seattle_Minnesota,20160110,home,Minnesota,Seattle,+4,+102,+4.5,-110,+4.5,+100,+6,-115,+4.5,-110,,,+4.5,-115
20160110_Green Bay_Washington,20160110,away,Green Bay,Washington,+2,-104,+1,+100,+2,-105,+1,-110,+2,-115,,,+2,-115
20160110_Green Bay_Washington,20160110,home,Washington,Green Bay,-2,-106,-1,-120,-2,-105,-1,-110,-2,-105,,,-2,-105
20160116_Kansas City_New England,20160116,away,Kansas City,New England,+6,-105,+6,-110,+5.5,+100,+6,-110,+6,-110,,,+6,-113
20160116_Kansas City_New England,20160116,home,New England,Kansas City,-6,-105,-6,-110,-5.5,-110,-6,-110,-6,-110,,,-6,-107
20160116_Green Bay_Arizona,20160116,away,Green Bay,Arizona,+7,-116,+7.5,-130,+7,-105,+7.5,-120,+7,-110,,,+7,-110
20160116_Green Bay_Arizona,20160116,home,Arizona,Green Bay,-7,+105,-7.5,+110,-7,-105,-7.5,+100,-7,-110,,,-7,-110
20160117_Seattle_Carolina,20160117,away,Seattle,Carolina,+2.5,+108,+2.5,+105,+2.5,+100,+3,-105,+2.5,+100,,,+2.5,-105
20160117_Seattle_Carolina,20160117,home,Carolina,Seattle,-2.5,-119,-2.5,-125,-2.5,-110,-3,-115,-2.5,-120,,,-2.5,-115
20160117_Pittsburgh_Denver,20160117,away,Pittsburgh,Denver,+7,-106,+7.5,-130,+7,+100,+7,+105,+7,-107,,,+7,-110
20160117_Pittsburgh_Denver,20160117,home,Denver,Pittsburgh,-7,-104,-7.5,+110,-7,-110,-7,-125,-7,-113,,,-7,-110
20160124_Arizona_Carolina,20160124,away,Arizona,Carolina,+3,+104,+3.5,-125,+3,+105,+3.5,-105,+3,-105,,,+3,+101
20160124_Arizona_Carolina,20160124,home,Carolina,Arizona,-3,-115,-3.5,+105,-3,-115,-3.5,-115,-3,-115,,,-3,-121
20160207_Carolina_Denver,20160207,away,Carolina,Denver,-4.5,-110,-4.5,-110,-4.5,-110,-6,-110,-4.5,-112,,,-4.5,-115
20160207_Carolina_Denver,20160207,home,Denver,Carolina,+4.5,+100,+4.5,-110,+4.5,+100,+6,-110,+4.5,-108,,,+4.5,-105
20160807_Green Bay_Indianapolis,20160807,away,Green Bay,Indianapolis,+2.5,+120,+3,-105,+3,-104,+3,-105,+3,+100,,,+3,-105
20160807_Green Bay_Indianapolis,20160807,home,Indianapolis,Green Bay,-2.5,-135,-3,-115,-3,-116,-3,-115,-3,-120,,,-3,-115
20160811_Tampa Bay_Philadelphia,20160811,away,Tampa Bay,Philadelphia,+3,+102,+3,+100,+3,+100,+3.5,-125,+3.5,-120,,,+3,+100
20160811_Tampa Bay_Philadelphia,20160811,home,Philadelphia,Tampa Bay,-3,-115,-3,-120,-3,-120,-3.5,+105,-3.5,+100,,,-3,-120
20160811_Washington_Atlanta,20160811,away,Washington,Atlanta,+3,-106,+2.5,+110,+3,-110,+3,-110,+3,-120,,,+3,-115
20160811_Washington_Atlanta,20160811,home,Atlanta,Washington,-3,-106,-2.5,-130,-3,-110,-3,-110,-3,+100,,,-3,-105
20160811_Jacksonville_N.Y. Jets,20160811,away,Jacksonville,N.Y. Jets,+3,+111,+3.5,-115,+3.5,-110,+3,+105,+3,+110,,,+3,+110
20160811_Jacksonville_N.Y. Jets,20160811,home,N.Y. Jets,Jacksonville,-3,-125,-3.5,-105,-3.5,-110,-3,-125,-3,-130,,,-3,-130
20160811_Carolina_Baltimore,20160811,away,Carolina,Baltimore,-1,-118,-1,-120,-2,-110,-1.5,-110,-1,-120,,,-1,-115
20160811_Carolina_Baltimore,20160811,home,Baltimore,Carolina,+1,+105,+1,+100,+2,-110,+1.5,-110,+1,+100,,,+1,-105
20160811_New Orleans_New England,20160811,away,New Orleans,New England,+3.5,+102,+4,-110,+3.5,-110,+3.5,-105,+3.5,-105,,,+4,-115
20160811_New Orleans_New England,20160811,home,New England,New Orleans,-3.5,-115,-4,-110,-3.5,-110,-3.5,-115,-3.5,-115,,,-4,-105
20160811_Denver_Chicago,20160811,away,Denver,Chicago,PK+10,PK+105,PK+10,PK+105,+1.5,-110,+1.5,-110,PK+10,PK+100,,,+1.5,-105
20160811_Denver_Chicago,20160811,home,Chicago,Denver,PK-11,PK-118,PK-12,PK-125,-1.5,-110,-1.5,-110,PK-12,PK-120,,,-1.5,-115
20160812_Detroit_Pittsburgh,20160812,away,Detroit,Pittsburgh,+3,+110,+3.5,-120,+3.5,-115,,,+3,+108,,,+3,+100
20160812_Detroit_Pittsburgh,20160812,home,Pittsburgh,Detroit,-3,-124,-3.5,+100,-3.5,-105,,,-3,-128,,,-3,-120
20160812_Miami_N.Y. Giants,20160812,away,Miami,N.Y. Giants,+2.5,-106,+2.5,-110,+2.5,-110,+3,-125,+1,+105,,,+2,-105
20160812_Miami_N.Y. Giants,20160812,home,N.Y. Giants,Miami,-2.5,-106,-2.5,-110,-2.5,-110,-3,+105,-1,-125,,,-2,-115
